time,count_messages
00:00:00,0.000000
00:00:01,1.000000
00:00:02,0.000000
00:00:03,6.000000
00:00:04,7.000000
00:00:05,0.000000
00:00:06,1.000000
00:00:07,2.000000
00:00:08,0.000000
00:00:09,0.000000
00:00:10,2.000000
00:00:11,1.000000
00:00:12,3.000000
00:00:13,2.000000
00:00:14,1.000000
00:00:15,1.000000
00:00:16,2.000000
00:00:17,1.000000
00:00:18,4.000000
